Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Once upon a Crime,"Once upon a time, the Grimms’ fairy tales taught lessons. Now, the Grimm Reaper does. New detective Chelsea Sullivan is partnered with a maverick famous for closing cases and infamous for how he does it. He has a target on his back and a chip on his shoulder. Not exactly how she hoped to kick off her first homicide case. Jim McPherson doesn’t mind showing an up-and-comer the ropes, but he does mind when she keeps putting herself in harm’s way. Especially since her innocence is exactly the trait the serial killer seems to be targeting. Unless they’re missing a crucial detail. And he can’t help but think his new partner knows what it is. The body count is rising and the Grimm Reaper is after Chelsea. If they can’t catch him before he catches her, there will be no happily ever after. Once Upon A Crime is the first book in Nolon King’s new Once Upon A Crime Trilogy. Start reading your favorite new series today!",['Nolon King'],http://books.google.com/books/content?id=X_RMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=X_RMEAAAQBAJ&printsec=frontcover&dq=Once+upon+a+Crime&hl=&cd=1&source=gbs_api,Sterling & Stone LLC,2022-01-06,https://play.google.com/store/books/details?id=X_RMEAAAQBAJ&source=gbs_api,['Fiction'],
Middle journeys,"Nissa's dangerous adventure involves an evil regent who does not want to give up power, a princess coming of age, and folks taking sides. Along the way, Nissa meets a variety of mysterious folk including the Gunnary, the Huntress, and the elusive Neebings. Nissa's journey requires her to draw on resources, courage and strength she did not know she had.",['B. K. Parent'],http://books.google.com/books/content?id=luOPsIqtAPQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=luOPsIqtAPQC&pg=PA401&dq=Middle+journeys&hl=&cd=1&source=gbs_api,iUniverse,2012-06,http://books.google.nl/books?id=luOPsIqtAPQC&dq=Middle+journeys&hl=&source=gbs_api,['Fiction'],
Tragic Lucidity (Currents in Comparative Romance Languages and Literatures),"Presenting the work of Miguel de Unamuno and Albert Camus as paradigmatic, the present study examines the significance and function of the -tragic- in a modern context, using a historical, socio-political approach. This approach permits the tragic to be seen as a product of specific historical circumstances, rather than as a fundamental, metaphysical aspect of the human condition, first revealed in Greek Tragedy and still evident today. In addition, a connection is made between Unamuno's and Camus's controversial political positions taken at the end of their lives and their insistence upon a tragic human condition.""",['Keith W. Hansen'],http://books.google.com/books/content?id=BZsMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=BZsMAQAAMAAJ&q=Tragic+Lucidity+(Currents+in+Comparative+Romance+Languages+and+Literatures)&dq=Tragic+Lucidity+(Currents+in+Comparative+Romance+Languages+and+Literatures)&hl=&cd=1&source=gbs_api,Peter Lang Pub Incorporated,1993,http://books.google.nl/books?id=BZsMAQAAMAAJ&dq=Tragic+Lucidity+(Currents+in+Comparative+Romance+Languages+and+Literatures)&hl=&source=gbs_api,['Literary Criticism'],
THE VOYAGERS.,"Many ex-coalminers will find in this novel a powerful reminder of their own life ‘down the pit’ as it skilfully recreates a typical day in the life of Luke, a British coalface worker in the 1970’s. Although the main action takes place over a single day and just one shift, the author delves back into Luke’s trainee days in the 1950’s. But it’s not just old miners who will benefit from this story as the author carefully explains the various operations involved in bringing coal out from deep in the ground up to the surface and all the various specialists forming this tremendous team effort, from the shotfirers and rippers to the deputies, belt-end attendants and lamp-room men, electricians and mechanics, the tackle runners and the haulage men, the grease monkeys and the workers at the coal face itself, struggling to maintain productivity in the face of never-ending management demands.",['Michael Walsh'],http://books.google.com/books/content?id=HSpMCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=HSpMCAAAQBAJ&pg=PP1&dq=THE+VOYAGERS.&hl=&cd=1&source=gbs_api,"Lulu Press, Inc",2014-06-20,https://play.google.com/store/books/details?id=HSpMCAAAQBAJ&source=gbs_api,['Fiction'],
Private Gardens of the Fashion World,This lavishly illustrated volume takes readers on a private tour of the gardens of the most renowned fashion designers in the world--from Hubert de Givenchy's garden in Normandy to Yves Saint Larent's garden in Marrakech. 200 color illustrations.,"['Francis Dorléans', 'Claire de Virieu']",http://books.google.com/books/content?id=RhnYPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=RhnYPAAACAAJ&dq=Private+Gardens+of+the+Fashion+World&hl=&cd=1&source=gbs_api,Abbeville Press,2000,http://books.google.nl/books?id=RhnYPAAACAAJ&dq=Private+Gardens+of+the+Fashion+World&hl=&source=gbs_api,['Gardening'],
"Textiles and clothing,: By Kate Heintz Watson (The Library of home economics [10])",,,http://books.google.com/books/content?id=ZrFpYJCTwgoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=ZrFpYJCTwgoC&q=Textiles+and+clothing,:+By+Kate+Heintz+Watson+(The+Library+of+home+economics+%5B10%5D)&dq=Textiles+and+clothing,:+By+Kate+Heintz+Watson+(The+Library+of+home+economics+%5B10%5D)&hl=&cd=1&source=gbs_api",,1914,"http://books.google.nl/books?id=ZrFpYJCTwgoC&dq=Textiles+and+clothing,:+By+Kate+Heintz+Watson+(The+Library+of+home+economics+%5B10%5D)&hl=&source=gbs_api",['Home economics'],
Civic Wars: Democracy and Public Life in the American City during the Nineteenth Century,"Historian Mary P. Ryan traces the fate of public life and the emergence of ethnic, class, and gender conflict in the 19th-century city. Using as examples New York, New Orleans, and San Francisco, Ryan illustrates the way in which American cities of the 19th century were as full of cultural differences and as fractured by social and economic changes as any metropolis today. 41 photos.",['Mary P. Ryan'],http://books.google.com/books/content?id=AOh4ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=AOh4ngEACAAJ&dq=Civic+Wars:+Democracy+and+Public+Life+in+the+American+City+during+the+Nineteenth+Century&hl=&cd=1&source=gbs_api,Univ of California Press,1998,http://books.google.nl/books?id=AOh4ngEACAAJ&dq=Civic+Wars:+Democracy+and+Public+Life+in+the+American+City+during+the+Nineteenth+Century&hl=&source=gbs_api,['Political Science'],
Grim Journey,,['Hoffman Birney'],http://books.google.com/books/content?id=lWWuAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=lWWuAAAAIAAJ&q=Grim+Journey&dq=Grim+Journey&hl=&cd=1&source=gbs_api,,1934,http://books.google.nl/books?id=lWWuAAAAIAAJ&dq=Grim+Journey&hl=&source=gbs_api,['Donner Party'],
The Riches of Oseola McCarty,"A brief biography of Oseola McCarty, a hard-working washer woman who, without a formal education herself, donated a portion of her life savings to the University of Southern Mississippi to endow a scholarship fund for needy students.",['Evelyn Coleman'],http://books.google.com/books/content?id=poIIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=poIIAAAACAAJ&dq=The+Riches+of+Oseola+McCarty&hl=&cd=1&source=gbs_api,Albert Whitman & Company,1998-01,http://books.google.nl/books?id=poIIAAAACAAJ&dq=The+Riches+of+Oseola+McCarty&hl=&source=gbs_api,['Juvenile Nonfiction'],
Skateboarding Is Not A Crime,"Presents an illustrated study of skateboarding, including its history, tricks, culture, and top skaters.","['James Davis', 'Skin Phillips']",http://books.google.com/books/content?id=iWsBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=iWsBAAAACAAJ&dq=Skateboarding+Is+Not+A+Crime&hl=&cd=1&source=gbs_api,"Buffalo, N.Y. ; Richmond Hill, Ont. : Firefly Books",2004,http://books.google.nl/books?id=iWsBAAAACAAJ&dq=Skateboarding+Is+Not+A+Crime&hl=&source=gbs_api,['Social Science'],
Blessed Euphemia of Serbia,,['Joachim Wertz'],,http://books.google.nl/books?id=CAKuAAAACAAJ&dq=Blessed+Euphemia+of+Serbia&hl=&cd=1&source=gbs_api,Saint Herman Press,1996,http://books.google.nl/books?id=CAKuAAAACAAJ&dq=Blessed+Euphemia+of+Serbia&hl=&source=gbs_api,['Biography & Autobiography'],
"The Russian Revolution,: And Leninism or Marxism? (Ann Arbor paperbacks)",,['Rosa Luxemburg'],,"http://books.google.nl/books?id=IHkazgEACAAJ&dq=The+Russian+Revolution,:+And+Leninism+or+Marxism%3F+(Ann+Arbor+paperbacks)&hl=&cd=1&source=gbs_api",,1961,"http://books.google.nl/books?id=IHkazgEACAAJ&dq=The+Russian+Revolution,:+And+Leninism+or+Marxism%3F+(Ann+Arbor+paperbacks)&hl=&source=gbs_api",['Communism'],1.0
El Aleph (Spanish Edition),"Who are we? This question has disturbed human minds through countless generations. It's impossible to answer this question absolutely. Nevertheless, my intent is to describe human's characters as accurately as possible. I hope that the following explanations will serve for a better understanding of ourselves and what our real motives are, the way we act, think, feel, and why? The mind is an indivisible part of a human being. However, to describe the mind I divided it artificially into various components, as I do not know any better way to make the subject of the mind clear.",['Janusz Meyerhoff'],http://books.google.com/books/content?id=7MWRBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7MWRBQAAQBAJ&pg=PA89&dq=El+Aleph+(Spanish+Edition)&hl=&cd=1&source=gbs_api,Lulu.com,2013-05,http://books.google.nl/books?id=7MWRBQAAQBAJ&dq=El+Aleph+(Spanish+Edition)&hl=&source=gbs_api,['Science'],
Transforming Mission: Paradigm Shifts in Theology of Mission (American Society of Missiology Series),"'Transforming Mission' is widely recognized as a historic and magisterial contribution to the study of mission. Examining the entire sweep of Christian tradition, David Bosch shows how five paradigms have historically encapsulated the Christian understanding of mission.",['David J. Bosch'],http://books.google.com/books/content?id=IoZyjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=IoZyjgEACAAJ&dq=Transforming+Mission:+Paradigm+Shifts+in+Theology+of+Mission+(American+Society+of+Missiology+Series)&hl=&cd=1&source=gbs_api,,2011,http://books.google.nl/books?id=IoZyjgEACAAJ&dq=Transforming+Mission:+Paradigm+Shifts+in+Theology+of+Mission+(American+Society+of+Missiology+Series)&hl=&source=gbs_api,['Religion'],1.0
Great American Short Stories,"Featuring 19 of the finest works in the American short-story tradition, this compilation includes: ""The Tell-Tale Heart"" by Edgar Allan Poe, ""Bartleby"" by Herman Melville, ""To Build a Fire"" by Jack London, ""Bernice Bobs Her Hair"" by F. Scott Fitzgerald, ""The Killers"" by Ernest Hemingway, plus stories by Hawthorne, Twain, Cather, and others.",['Paul Negri'],http://books.google.com/books/content?id=WYUuMTN6eb8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=WYUuMTN6eb8C&dq=Great+American+Short+Stories&hl=&cd=1&source=gbs_api,Courier Corporation,2002-07-23,http://books.google.nl/books?id=WYUuMTN6eb8C&dq=Great+American+Short+Stories&hl=&source=gbs_api,['Fiction'],1.0
SAT & College Dictionary,Includes: *4 practice tests with detailed explanations *Expert review to prepare test takers for the U.S. History content they need to know *Effective strategies,"['Mark Wilner', 'Joann Peters', 'Eugene V. Resnick']",http://books.google.com/books/content?id=VAz9raGsYVUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=VAz9raGsYVUC&q=SAT&dq=SAT&hl=&cd=1&source=gbs_api,Kaplan Test Prep,2006-02,http://books.google.nl/books?id=VAz9raGsYVUC&dq=SAT&hl=&source=gbs_api,['History'],
FATHER'S DAY,"THE STORY: Left with their alimony, their children, and neighboring apartments on New York's posh Upper East Side, three divorcees share their loneliness, their often hilarious thoughts on sex and marriage, and their bitter memories of lost trust a",['Oliver Hailey'],http://books.google.com/books/content?id=9Tg4iHKXmGAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=9Tg4iHKXmGAC&pg=PA14&dq=FATHER%27S+DAY&hl=&cd=1&source=gbs_api,Dramatists Play Service Inc,1981,http://books.google.nl/books?id=9Tg4iHKXmGAC&dq=FATHER%27S+DAY&hl=&source=gbs_api,['Drama'],
Passover Seder RITUAL AND MENU FOR AN OBSERVANCE BY CHRISTIANS,History and devotional material for celebrating Passover in the Christian home.,['Barbara Thompson'],http://books.google.com/books/content?id=K1MAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=K1MAAAAACAAJ&dq=Passover+Seder+RITUAL+AND+MENU+FOR+AN+OBSERVANCE+BY+CHRISTIANS&hl=&cd=1&source=gbs_api,Augsburg Books,1984,http://books.google.nl/books?id=K1MAAAAACAAJ&dq=Passover+Seder+RITUAL+AND+MENU+FOR+AN+OBSERVANCE+BY+CHRISTIANS&hl=&source=gbs_api,['Religion'],
Blackberry Wine: A Novel,"This captivating and charming novel from international multi-million copy seller Joanne Harris takes us back to the French village we first discovered in Chocolat. Seamlessly interweaving the past and the present, magic and memory, it is a sensual rollercoaster that will appeal to fans of Victoria Hislop, Fiona Valpy, Maggie O'Farrell and Rachel Joyce. 'Thickly sensuous, wildly indulgent, magical escapism: Chocolat lovers will drink deeply' --GUARDIAN 'Joanne Harris has the gift of conveying her delight in the sensuous pleasures of food, wine, scent and plants... Blackberry Wine has all the appeal of a velvety scented glass of vintage wine' -- DAILY MAIL 'A wonderful story' -- ***** Reader review 'A beautiful story... beautifully written and very atmospheric' ***** Reader review 'I could NOT put this book down' ***** Reader review 'A very good book, lots of warmth and light' ***** Reader review ******************************************************************* Jay Mackintosh is trapped by memory in the old familiar landscape of his childhood, to which he longs to return. A bottle of home-brewed wine left to him by a long-vanished friend seems to provide the key to an old mystery. As the unusual properties of the strange brew take effect, Jay escapes to a derelict farmhouse in the French village of Lansquenet. There, a ghost from the past waits to confront him, and the reclusive Marise - haunted, lovely and dangerous - hides a terrible secret behind her closed shutters. Between them, a mysterious chemistry. Or could it be magic?",['Joanne Harris'],http://books.google.com/books/content?id=CD-Kj65IOs8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=CD-Kj65IOs8C&printsec=frontcover&dq=Blackberry+Wine:+A+Novel&hl=&cd=1&source=gbs_api,Random House,2010-06-29,https://play.google.com/store/books/details?id=CD-Kj65IOs8C&source=gbs_api,['Fiction'],21.0
Behind the Silken Curtain: A Personal Account of Anglo-American Diplomacy in Palestine and the Middle East,,['Bartley Cavanaugh Crum'],http://books.google.com/books/content?id=4Di7AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=4Di7AAAAIAAJ&q=Behind+the+Silken+Curtain:+A+Personal+Account+of+Anglo-American+Diplomacy+in+Palestine+and+the+Middle+East&dq=Behind+the+Silken+Curtain:+A+Personal+Account+of+Anglo-American+Diplomacy+in+Palestine+and+the+Middle+East&hl=&cd=1&source=gbs_api,"Port Washington, N.Y. : Kennikat Press",1969,http://books.google.nl/books?id=4Di7AAAAIAAJ&dq=Behind+the+Silken+Curtain:+A+Personal+Account+of+Anglo-American+Diplomacy+in+Palestine+and+the+Middle+East&hl=&source=gbs_api,['Political Science'],
"BUT WHEN SHE WAS BAD, SHE WAS HORRID-PT. (Road to Avonlea)","The Alpine Path is an autobiography of Lucy Maud Montgomery and, though factual, the story is as charming as her novels. Montgomery shares details of her life she feels are important and relative to her career, providing numerous anecdotes and sources for her inspiration. This collection also contains series of L. M. Montgomery's letters, written to her pen friend Ephraim Weber, writer and teacher from Alberta, with whom Montgomery started to correspond by a fan letter, without meeting ever before. Furthermore, this collection is enriched with author's best known and semi-autobiographical novels, including the famous Anne of Green Gables series, a trilogy about Emily Starr and a thrilling romance novel The Blue Castle. Table of Contents: Autobiography The Alpine Path: The Story of My Career Collected Letters Anne of Green Gables Series Anne of Green Gables Anne of Avonlea Anne of the Island Anne of Windy Poplars Anne's House of Dreams Anne of Ingleside Rainbow Valley Rilla of Ingleside Complete Chronicles of Avonlea Emily Starr Trilogy Emily of New Moon Emily Climbs Emily's Quest Other Novels The Story Girl The Golden Road Jane of Lantern Hill ... Lucy Maud Montgomery (1874-1942) was a Canadian author best known for a series of novels with Anne of Green Gables, an orphaned girl, mistakenly sent to a couple, who had intended to adopt a boy. Anne novels made Montgomery famous in her lifetime and gave her an international following. Montgomery went on to publish 20 novels as well as 530 short stories, 500 poems, and 30 essays. Most of the novels were set in Prince Edward Island, and locations within Canada's smallest province became a literary landmark and popular tourist site. The CSS Cleaner is a brilliant free online tool to take care of your dirty markup.",['Lucy Maud Montgomery'],http://books.google.com/books/content?id=E3ZODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=E3ZODwAAQBAJ&pg=PT978&dq=BUT+WHEN+SHE+WAS+BAD,+SHE+WAS+HORRID-PT.+(Road+to+Avonlea)&hl=&cd=1&source=gbs_api",e-artnow,2017-05-29,https://play.google.com/store/books/details?id=E3ZODwAAQBAJ&source=gbs_api,['Biography & Autobiography'],
"Astronumerology;: The new way to tell your future,",,['Pauline B. Innis'],,"http://books.google.nl/books?id=HjlMewAACAAJ&dq=Astronumerology%3B:+The+new+way+to+tell+your+future,&hl=&cd=1&source=gbs_api",,1971,"http://books.google.nl/books?id=HjlMewAACAAJ&dq=Astronumerology%3B:+The+new+way+to+tell+your+future,&hl=&source=gbs_api",['Numerology'],
The Collected Hutch Owen,"""Tom Hart is one of the few cartoonists whose work I actively seek. There is a dept of feeling in his Hutch Owen stories that places them among the best comic book work I've read."" -- Joe Sacco ""[Hart's] funny-looking people . . . convey a level of character and emotion that more intricate and detailed figures never achieve. . . . There's nothing better than a story well-told, and there's nobody better at telling a story than Tom Hart.""-- The Comics Journal Hilarious, enraged, snotty, and smart! These acclaimed dregs-of-society farces skewer the multinational, mega-merging, corporate forces that control our lives. Tom Hart's popular vagrant/rebel, Hutch Owen, rages while the world around him builds, merges, attends marketing seminars and goes IPO. The streets and alleyways that are his bedroom and study are now invisible beneath a coat of crude and insulting ads. His may be the only dissenting voice left! When the first tale, ""Hutch Owen's Working Hard,""was released in 1994, it created an underground sensation and gained Tom Hart a die-hard following. Here are the two previously published tales, with two brand new, full-length stories, never before seen. Feel the Power! Catch the Wave! Join the Splurge!!",['Tom Hart'],http://books.google.com/books/content?id=mMQDBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mMQDBAAAQBAJ&printsec=frontcover&dq=The+Collected+Hutch+Owen&hl=&cd=1&source=gbs_api,Top Shelf Productions,2000,https://play.google.com/store/books/details?id=mMQDBAAAQBAJ&source=gbs_api,['Comics & Graphic Novels'],
How to Host a Romantic Evening Game: Tropical Paradise/Game,,,,http://books.google.nl/books?id=AbLIPAAACAAJ&dq=How+to+Host+a+Romantic+Evening+Game:+Tropical+Paradise/Game&hl=&cd=1&source=gbs_api,,1991-06-01,http://books.google.nl/books?id=AbLIPAAACAAJ&dq=How+to+Host+a+Romantic+Evening+Game:+Tropical+Paradise/Game&hl=&source=gbs_api,,
Life and Death (Elementary Go (Kiseido)),,['James Davies'],http://books.google.com/books/content?id=wOwOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=wOwOAAAACAAJ&dq=Life+and+Death+(Elementary+Go+(Kiseido))&hl=&cd=1&source=gbs_api,,1996,http://books.google.nl/books?id=wOwOAAAACAAJ&dq=Life+and+Death+(Elementary+Go+(Kiseido))&hl=&source=gbs_api,['Games'],1.0
An Introduction to Relativistic Gravitation,"This is an introductory textbook on applications of general relativity to astrophysics and cosmology. The aim is to provide graduate students with a toolkit for understanding astronomical phenomena that involve velocities close to that of light or intense gravitational fields. The approach taken is first to give the reader a thorough grounding in special relativity, with space-time the central concept, following which general relativity presents few conceptual difficulties. Examples of relativistic gravitation in action are drawn from the astrophysical domain. The book can be read on two levels: first as an introductory fast-track course, and then as a detailed course reinforced by problems which illuminate technical examples. The book has extensive links to the literature of relativistic astrophysics and cosmology.",['Remi Hakim'],http://books.google.com/books/content?id=H9C3ySei6hAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=H9C3ySei6hAC&printsec=frontcover&dq=An+Introduction+to+Relativistic+Gravitation&hl=&cd=1&source=gbs_api,Cambridge University Press,1999-05-20,http://books.google.nl/books?id=H9C3ySei6hAC&dq=An+Introduction+to+Relativistic+Gravitation&hl=&source=gbs_api,['Science'],
The Bellybutton Fiasco,,['Didi LeMay'],http://books.google.com/books/content?id=1Hl638H4BWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1Hl638H4BWMC&pg=PA16&dq=The+Bellybutton+Fiasco&hl=&cd=1&source=gbs_api,AuthorHouse,2010,http://books.google.nl/books?id=1Hl638H4BWMC&dq=The+Bellybutton+Fiasco&hl=&source=gbs_api,['Fiction'],
"Wiley CPA Examination Review, Outlines and Study Guides (25th Edition. Vol 1 of a 2 Vol Set) (Volume 1)","Vols. for 1980- issued in three parts: Series, Authors, and Titles.",,http://books.google.com/books/content?id=k_UaAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=k_UaAQAAMAAJ&q=Wiley+CPA+Examination+Review,+Outlines+and+Study+Guides+(25th+Edition.+Vol+1+of+a+2+Vol+Set)+(Volume+1)&dq=Wiley+CPA+Examination+Review,+Outlines+and+Study+Guides+(25th+Edition.+Vol+1+of+a+2+Vol+Set)+(Volume+1)&hl=&cd=1&source=gbs_api",,1985,"http://books.google.nl/books?id=k_UaAQAAMAAJ&dq=Wiley+CPA+Examination+Review,+Outlines+and+Study+Guides+(25th+Edition.+Vol+1+of+a+2+Vol+Set)+(Volume+1)&hl=&source=gbs_api",['Monographic series'],
The Collected Poems of Octavio Paz: 1957-1987 (Bilingual Edition),"This landmarked bilingual edition gathers all the poetry the 1990 Nobel Laureate has published in book form since 1957, the year his long poem ""Sunstone""--her translated anew--made its first appearance. Included are the complete texts of ""Days and Occasions"", ""Solo for Two Voices"", ""A Drift of Shadows"", ""East Slope"", ""Toward the Beginning"", and more; plus Paz's most recent collection, A Tree Within.",['Octavio Paz'],http://books.google.com/books/content?id=Q9FIe1MmGVoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Q9FIe1MmGVoC&printsec=frontcover&dq=The+Collected+Poems+of+Octavio+Paz:+1957-1987+(Bilingual+Edition)&hl=&cd=1&source=gbs_api,New Directions Publishing,1991,http://books.google.nl/books?id=Q9FIe1MmGVoC&dq=The+Collected+Poems+of+Octavio+Paz:+1957-1987+(Bilingual+Edition)&hl=&source=gbs_api,['Poetry'],3.0
THE OUTER LANDS,"Did you know that horseshoe crabs have been around for 200 million years? That mussels ""spin"" long anchor lines and climb steep slopes with them? Do you know what a ""Beetlebung"" tree is? This is all part of Dorothy Sterling's fascinating description of The Outer Lands, and the plants and animals that inhabit this penninsula and chain of islands along our New England coast.",['Dorothy Sterling'],,http://books.google.nl/books?id=z6CxxAEACAAJ&dq=THE+OUTER+LANDS&hl=&cd=1&source=gbs_api,W. W. Norton,1978,http://books.google.nl/books?id=z6CxxAEACAAJ&dq=THE+OUTER+LANDS&hl=&source=gbs_api,['Natural history'],
Old Mother Hubbard (Children's coloured untearable books mounted on cloth),,,http://books.google.com/books/content?id=qyxNAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qyxNAAAAcAAJ&pg=PA189&dq=Old+Mother+Hubbard+(Children%27s+coloured+untearable+books+mounted+on+cloth)&hl=&cd=1&source=gbs_api,,1855,https://play.google.com/store/books/details?id=qyxNAAAAcAAJ&source=gbs_api,,
Behind the Wheel...on Route 66,,['Howard Suttle'],,http://books.google.nl/books?id=zItrAAAACAAJ&dq=Behind+the+Wheel...on+Route+66&hl=&cd=1&source=gbs_api,Data Plus Printing & Pub,1996-01-01,http://books.google.nl/books?id=zItrAAAACAAJ&dq=Behind+the+Wheel...on+Route+66&hl=&source=gbs_api,['Business & Economics'],
Billiards as it should be played,"Willie Hoppe dwells on the ABC’s of the game – the stance, grip, bridge, stroke, etc., before going into fundamental shots, and rules to following order to make them easily. The instruction set forth in this volume is intended not only for those who desire to begin playing after they have grown up, but for those players who have started out on the wrong foot, those others who want to improve their game, as well as for the youngsters. This book contains classic material dating back to the 1900s and before. The content has been carefully selected for its interest and relevance to a modern audience.",['Willie Hoppe'],http://books.google.com/books/content?id=A0x9CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A0x9CgAAQBAJ&printsec=frontcover&dq=Billiards+as+it+should+be+played&hl=&cd=1&source=gbs_api,Read Books Ltd,2013-04-16,https://play.google.com/store/books/details?id=A0x9CgAAQBAJ&source=gbs_api,['Games & Activities'],
Esther's town,"Esther's Town could be ""Any Town, U.S.A.,"" for the equals of its cast of characters can be found in any small town. And here, as usual, was the town newspaper editor, the observing eye of all the foibles and peccadillos that form any town's history. Remembering all the years with love and humor, editor Deemer Lee chronicled the forty-four years he gathered and wrote news—forty-one of them as editor and publisher of his town's newspaper. He dug into old records, recalled old times, and talked with old-timers. He illuminated the transition of a town, from Estherville’s pioneer settlement to the busy, active town it is today. The excitement and fun begin with a story of bootleggers, Chautauqua meetings, and an accomplished arsonist—who achieves in less than two months the impressive score of burning seven barns and one feed store, with an unsuccessful attempt on the Methodist church. Scandinavians move in, build crude shelters for the first winter, and add their special characteristics to the town. The Irish arrive and stamp their mark on the whole territory. The circus comes to town and entrances everyone with its ancient pageantry. The railroads come through and add a rowdy element to the population. The Depression begins and farms see 11-cent corn, 108-degree heat, and a twister. All these events, plus adventures with a massive meteorite and haunting river tragedies, create the drama and flow of small-town life, story by story, in a fascinating revelation of Americana.",['Deemer Lee'],http://books.google.com/books/content?id=ObtcE5irdpgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ObtcE5irdpgC&printsec=frontcover&dq=Esther%27s+town&hl=&cd=1&source=gbs_api,University of Iowa Press,2013-03-15,http://books.google.nl/books?id=ObtcE5irdpgC&dq=Esther%27s+town&hl=&source=gbs_api,['History'],1.0
Connecting: The Enduring Power of Female Friendship,"Investigates why female friendships are so important, how they function throughout our lives, and how we can best experience the joys they offer. Includes real-life stories and keen insights taken from more than 200 interviews with girls and women of all ages, races, and walks of life. Provides a fascinating look at how friendships change throughout life; and why female bonding is a vital part of a woman's psychological development, health, and sense of well-being at any age. Describes the 10 basic types of female friendship and examines the 6 seasons of friendships, from girlhood to old age, devoting a separate chapter to the special characteristics and rewards that friendship offers each age group.",['Sandy Sheehy'],,http://books.google.nl/books?id=Fd1ZAAAACAAJ&dq=Connecting:+The+Enduring+Power+of+Female+Friendship&hl=&cd=1&source=gbs_api,,2002-05-01,http://books.google.nl/books?id=Fd1ZAAAACAAJ&dq=Connecting:+The+Enduring+Power+of+Female+Friendship&hl=&source=gbs_api,,
